date,score,score_alignment,score_deep,score_disturbances,score_efficiency,score_latency,score_rem,score_total,duration,awake,light,rem,deep,total,onset_latency,midpoint_time,efficiency,restless,hr_average,hr_lowest,rmssd,breath_average,bedtime_start_midnight_delta,bedtime_end_midnight_delta,temperature_delta,bedtime_start_timestamp,bedtime_end_timestamp
2020-01-29,70,59,59,86,93,51,82,65,24900,2790,13770,5430,2910,22110,1950,13290,89,33,68.68,60.0,50.0,15.125,2341,27241,-0.15,1580287141000,1580312041000
2020-01-30,69,10,96,81,96,70,89,58,22440,2070,9060,5850,5460,20370,1560,11220,91,36,67.77,59.0,45.0,15.0,13798,36238,-0.07,1580384998000,1580407438000
2020-01-31,69,8,96,70,88,75,72,71,27120,3420,13740,4800,5160,23700,1410,13980,87,33,66.24,61.0,59.0,15.125,11659,38779,-0.18,1580469259000,1580496379000
2020-02-01,66,1,98,88,90,86,47,59,23460,2700,10380,3180,7200,20760,1170,12390,88,25,66.12,60.0,53.0,15.125,19830,43290,0.03,1580563830000,1580587290000
2020-02-02,50,1,51,67,83,89,39,38,18480,2760,10560,2610,2550,15720,1140,9750,85,39,74.66,67.0,53.0,16.625,22053,40533,0.05,1580652453000,1580670933000
2020-02-03,85,1,96,78,98,89,100,100,35100,2550,18570,8790,5190,32550,1110,17730,93,30,67.41,61.0,51.0,15.125,15450,50550,-0.13,1580732250000,1580767350000
2020-02-04,62,1,96,74,93,75,66,50,20820,2250,8340,4440,5790,18570,330,10200,89,28,64.72,61.0,49.0,14.125,19291,40111,-0.38,1580822491000,1580843311000
2020-02-05,73,1,95,75,99,72,99,72,25560,1620,10530,8580,4830,23940,300,12630,94,25,70.12,64.0,48.0,14.375,18420,43980,0.09,1580908020000,1580933580000
2020-02-06,72,4,98,71,97,99,95,63,23700,1920,8550,6270,6960,21780,870,12120,92,27,69.22,63.0,54.0,14.625,15062,38762,-0.18,1580991062000,1581014762000
2020-02-07,71,1,99,69,100,75,95,68,24240,1290,8550,6420,7980,22950,330,11970,95,29,66.75,61.0,59.0,14.125,16440,40680,-0.2,1581078840000,1581103080000
2020-02-08,82,1,100,79,99,81,96,94,31080,2010,12930,6870,9270,29070,480,15360,94,30,64.52,60.0,54.0,14.625,13970,45050,-0.02,1581162770000,1581193850000
2020-02-09,70,1,97,74,96,78,66,71,25860,2310,12900,4350,6300,23550,1380,13350,91,35,67.76,62.0,56.0,14.625,21322,47182,-0.08,1581256522000,1581282382000
2020-02-10,63,11,89,60,72,78,64,64,27360,5370,13380,4230,4380,21990,390,12720,80,34,61.92,54.0,64.0,14.5,11699,39059,0.12,1581333299000,1581360659000
2020-02-11,63,32,98,75,93,97,44,44,19080,2070,7140,3000,6870,17010,960,9810,89,25,68.31,60.0,55.0,15.25,9002,28082,0.21,1581417002000,1581436082000
2020-02-12,71,47,98,86,96,75,73,56,21960,2010,8310,4830,6810,19950,1440,11460,91,32,69.17,59.0,52.0,15.25,5643,27603,-0.28,1581500043000,1581522003000
2020-02-13,59,28,99,72,98,78,32,41,17460,1200,6180,2220,7860,16260,420,8670,93,33,70.37,66.0,50.0,15.375,10621,28081,-0.56,1581591421000,1581608881000
2020-02-14,77,15,99,73,100,64,96,82,27600,1320,11850,6660,7770,26280,120,13440,95,30,70.23,63.0,51.0,15.0,9600,37200,-0.42,1581676800000,1581704400000
2020-02-15,77,4,97,71,100,67,95,85,28440,1500,14640,6270,6030,26940,150,13950,95,34,67.11,61.0,57.0,14.625,12993,41433,-0.37,1581766593000,1581795033000
2020-02-16,63,1,60,77,100,86,73,56,21180,1170,12210,4830,2970,20010,570,10620,94,41,66.91,62.0,47.0,15.125,21331,42511,-0.39,1581861331000,1581882511000
2020-02-17,74,1,99,62,95,72,96,82,29100,2910,11550,6750,7890,26190,270,14190,90,34,70.69,65.0,46.0,14.5,15632,44732,-0.11,1581942032000,1581971132000
2020-02-18,54,23,95,77,88,97,20,30,15840,2040,7380,1380,5040,13800,930,8160,87,30,66.64,62.0,52.0,15.0,12060,27900,-0.18,1582024860000,1582040700000
2020-02-19,60,26,99,86,95,78,38,38,17460,1770,4860,2550,8280,15690,390,8790,90,28,67.97,62.0,48.0,14.5,10743,28203,-0.17,1582109943000,1582127403000
2020-02-20,84,12,100,78,100,83,97,95,31320,1680,12030,7440,10170,29640,540,15720,95,28,69.41,63.0,52.0,14.5,8387,39707,-0.02,1582193987000,1582225307000
2020-02-21,66,5,96,80,90,89,57,59,23520,2850,11100,3810,5760,20670,1110,12330,88,28,70.16,61.0,53.0,14.625,14163,37683,0.2,1582286163000,1582309683000
